id,title,type,tier,description,synopsis,actors,directors,genre,subGenre,imageUrl,duration,url,seasons,n_episode,api_url
6941,Wolverine & The X-Men,tv,free,"When an explosion at the X-Mansion leads to the disappearance of Professor X, the rest of the X-Men are lost. It’s up to Wolverine to reunite them and find out what actually happened. Something tells Wolvy that this is just the beginning...","When an explosion at the X-Mansion leads to the disappearance of Professor X, the rest of the X-Men are lost. It’s up to Wolverine to reunite them and find out what actually happened. Something tells Wolvy that this is just the beginning...",,,Kids,Animation,https://iflix-images.akamaized.net/57fb1a9ab4b68293d428c8fa-1566203615161_s_200x300,,https://piay.iflix.com/tv/wolverine-&-the-x-men-6941,1,{'None': 0},https://iflix-data.akamaized.net/5/vn/adults/contents/shows/tv.6941.json
18211,Wonderballs,tv,free,"Parades of distinctive ball characters! WONDERBALLS! brings the best performances on to the stage. When they meet, they start playing right away. Brush Ball, Sponge Ball, Water Ball, Accordion Ball, Castanets Ball, Xylophone Ball and more join to complete stories of vivacious arts, exciting music and joyful play. They will awake the artistic sensibility of our children and provide a resolute solution for creative art and music education for preschoolers.​","Parades of distinctive ball characters! WONDERBALLS! brings the best performances on to the stage. When they meet, they start playing right away. Brush Ball, Sponge Ball, Water Ball, Accordion Ball, Castanets Ball, Xylophone Ball and more join to complete stories of vivacious arts, exciting music and joyful play. They will awake the artistic sensibility of our children and provide a resolute solution for creative art and music education for preschoolers.​",,,Kids,Animation,https://iflix-images.akamaized.net/5d3684d2e4b0918f2622347e-1563854065432_s_200x300,,https://piay.iflix.com/tv/wonderballs-18211,1,{'1': 50},https://iflix-data.akamaized.net/5/vn/adults/contents/shows/tv.18211.json
13890,Tayo The Little Bus,tv,free,"In a big city where various vehicles are happily living together, our little bus Tayo has just started learning his route in the city. There is lots more to learn for Tayo. Tayo and his friendly friends Rogi, Lani and Gani are helping each other to become great mature buses.","In a big city where various vehicles are happily living together, our little bus Tayo has just started learning his route in the city. There is lots more to learn for Tayo. Tayo and his friendly friends Rogi, Lani and Gani are helping each other to become great mature buses.",,,Kids,Animation,https://iflix-images.akamaized.net/5ae929a2e4b056bd91337864-1531126910568_s_200x300,,https://piay.iflix.com/tv/tayo-the-little-bus-13890,0,{},https://iflix-data.akamaized.net/5/vn/adults/contents/shows/tv.13890.json
15565,Ummi,tv,free,"UMMI is a 22 minutes of 3D musical animated series specifically designed for children, It is a fascinating musical animated series infused with entertainment and educational values for children with ages 2-12. Each episode features fun sing-along and easy listening songs sung by the characters, which subtlety carries a message of moral values and good deeds. The show's aim is to leave a legacy of strong moral values based on the teachings of Islam for our children and the generation after them.","UMMI is a 22 minutes of 3D musical animated series specifically designed for children, It is a fascinating musical animated series infused with entertainment and educational values for children with ages 2-12. Each episode features fun sing-along and easy listening songs sung by the characters, which subtlety carries a message of moral values and good deeds. The show's aim is to leave a legacy of strong moral values based on the teachings of Islam for our children and the generation after them.","Muhammad Khaliq Nur Amani Nordin,Syakir lman,Bringgo,Alif Johan,Nawal Sahril,Putri Dahlia",NORA ARIFFIN,Kids,Animation,https://iflix-images.akamaized.net/5c049255e4b0a5c410644c37-1543803494483_s_200x300,,https://piay.iflix.com/tv/ummi-15565,1,{'1': 13},https://iflix-data.akamaized.net/5/vn/adults/contents/shows/tv.15565.json
18533,Zombie Dumb,tv,free,"The world is swarming with zombies. The town is demolished and is now an empty place that the residents have deserted. At night, a group of zombie kids who each have different personalities, abilities, and values but act as one group of dumb friends wander around Moon Street. However, their lack of intelligence is always causing trouble. They get even dumber when the last human kid appears before them and brings even more problems. Tonight, the foolish but happy kids do slapstick situational comedy on Moon Street.","The world is swarming with zombies. The town is demolished and is now an empty place that the residents have deserted. At night, a group of zombie kids who each have different personalities, abilities, and values but act as one group of dumb friends wander around Moon Street. However, their lack of intelligence is always causing trouble. They get even dumber when the last human kid appears before them and brings even more problems. Tonight, the foolish but happy kids do slapstick situational comedy on Moon Street.","Go Sung-il,Lee Soo-yeon,Park Min-sun",Lee Hyun-sik,Kids,"Comedy,Animation,Family",https://iflix-images.akamaized.net/5d6e2d0ce4b0918f26285404-1567501581239_s_200x300,,https://piay.iflix.com/tv/zombie-dumb-18533,2,"{'1': 60, '2': 52}",https://iflix-data.akamaized.net/5/vn/adults/contents/shows/tv.18533.json
13466,Snow White With The Red Hair,tv,premium,"The Prince from Shirayuki’s home country orders her to be his concubine. Due to this, Shirayuki feels troubled and leaves her country. In the woods, she meets Zen, the second prince of the neighboring country, Clarines. Shirayuki then moves to Clarines, which causes her relationship with Zen to deepen. What decision will the brave and fearless Shirayuki make? The story unfolds now.","The Prince from Shirayuki’s home country orders her to be his concubine. Due to this, Shirayuki feels troubled and leaves her country. In the woods, she meets Zen, the second prince of the neighboring country, Clarines. Shirayuki then moves to Clarines, which causes her relationship with Zen to deepen. What decision will the brave and fearless Shirayuki make? The story unfolds now.",,,Anime,,https://iflix-images.akamaized.net/5a825bd3e4b0dba7805f99b3-1533197043043_s_200x300,,https://piay.iflix.com/tv/snow-white-with-the-red-hair-13466,1,{'1': 24},https://iflix-data.akamaized.net/5/vn/adults/contents/shows/tv.13466.json
10966,Your Lie In April,tv,free,"Kousei Arima was a genius pianist until his mother's sudden death took away his ability to play. Each day was dull for Kousei. But, then he meets a violinist named Kaori Miyazono who has an eccentric playing style. Can the heartfelt sounds of the girl's violin lead the boy to play the piano again?","Kousei Arima was a genius pianist until his mother's sudden death took away his ability to play. Each day was dull for Kousei. But, then he meets a violinist named Kaori Miyazono who has an eccentric playing style. Can the heartfelt sounds of the girl's violin lead the boy to play the piano again?",,,Anime,"Drama,Music",https://iflix-images.akamaized.net/59ccca75e4b0d086844c98bf-1530606594373_s_200x300,,https://piay.iflix.com/tv/your-lie-in-april-10966,1,{'1': 22},https://iflix-data.akamaized.net/5/vn/adults/contents/shows/tv.10966.json
12368,Nella The Princess Knight,tv,premium,"The adventures of a caring and graceful 8-year-old princess, who's also a brave, determined knight.","The adventures of a caring and graceful 8-year-old princess, who's also a brave, determined knight.","Akira Golz,Matthew Gumley,Samantha Hahn",,Kids,"Animation,Family",https://iflix-images.akamaized.net/5a124daae4b0db01fa607ca2-1531982894010_s_200x300,,https://piay.iflix.com/tv/nella-the-princess-knight-12368,1,{'1': 0},https://iflix-data.akamaized.net/5/vn/adults/contents/shows/tv.12368.json
16551,ZooMoo's Top 5,tv,free,Chuck and Lemur count down the top five.,Chuck and Lemur count down the top five.,,,Kids,,https://iflix-images.akamaized.net/5c5bf9a4e4b0bda0b40a79da-1549531556891_s_200x300,,https://piay.iflix.com/tv/zoomoo's-top-5-16551,1,{'1': 20},https://iflix-data.akamaized.net/5/vn/adults/contents/shows/tv.16551.json
11470,Woh Aik Pal,tv,free,"An accident happens which brings Unaiza, Hina, and Arish together. This results in a strange and complex triangle.","An accident happens which brings Unaiza, Hina, and Arish together. This results in a strange and complex triangle.","Aisha Khan,Feroz Khan,Ramsha Khan,Alyy Khan,Zara Tareen,Shamail Khan,Yasir Mazhar,and others.",,Drama,Romance,https://iflix-images.akamaized.net/59a6593ae4b0bbe1d9f685f6-1531722912133_s_200x300,,https://piay.iflix.com/tv/woh-aik-pal-11470,1,{'1': 0},https://iflix-data.akamaized.net/5/vn/adults/contents/shows/tv.11470.json
16547,ZooMoo Groove,tv,free,"When a spaceship of adorable characters called Zoomers land on world famous ZooMoo Island, they find themselves in need of a new home. Enter trusted ZooMoo Island ranger Seth as he takes each Zoomer - and the audience - on a musical journey though the island’s diverse and exciting habitats to find a home for each of our new friends.","When a spaceship of adorable characters called Zoomers land on world famous ZooMoo Island, they find themselves in need of a new home. Enter trusted ZooMoo Island ranger Seth as he takes each Zoomer - and the audience - on a musical journey though the island’s diverse and exciting habitats to find a home for each of our new friends.",,,Kids,,https://iflix-images.akamaized.net/5c5be428e4b006f4af9dfd38-1549526056992_s_200x300,,https://piay.iflix.com/tv/zoomoo-groove-16547,1,{'1': 8},https://iflix-data.akamaized.net/5/vn/adults/contents/shows/tv.16547.json
16550,ZooMooPedia,tv,free,ZooMooPedia answers the questions kids have always wanted to know about their favourite animals.,ZooMooPedia answers the questions kids have always wanted to know about their favourite animals.,,,Kids,,https://iflix-images.akamaized.net/5c5bf7d6e4b0d897abd6922d-1549531095437_s_200x300,,https://piay.iflix.com/tv/zoomoopedia-16550,1,{'1': 20},https://iflix-data.akamaized.net/5/vn/adults/contents/shows/tv.16550.json
12018,Will,tv,free,"The wild story of young William Shakespeare's arrival onto the punk-rock theater scene in 16th century London -- the seductive, violent world where his raw talent faced rioting audiences, religious fanatics and raucous side-shows. It's a contemporary version of Shakespeare's life, played to a modern soundtrack that exposes all his recklessness, lustful temptations and brilliance.","The wild story of young William Shakespeare's arrival onto the punk-rock theater scene in 16th century London -- the seductive, violent world where his raw talent faced rioting audiences, religious fanatics and raucous side-shows. It's a contemporary version of Shakespeare's life, played to a modern soundtrack that exposes all his recklessness, lustful temptations and brilliance.","Laurie Davidson,Olivia DeJonge,Ewen Bremner",,Drama,Romance,https://iflix-images.akamaized.net/5a2e3881e4b027befa182948-1529403632097_s_200x300,,https://piay.iflix.com/tv/will-12018,1,{'1': 10},https://iflix-data.akamaized.net/5/vn/adults/contents/shows/tv.12018.json
13687,Horror Delivery Service,tv,free,"""Horror Delivery Service"" is a mini thriller. Once in a while, everyone has eerie imaginations about things that could happen in familiar settings -- a family apartment, on an elevator, on the way home from class and by the relaxing river. In each stand-alone episode, those imaginations are turned into urban tales that shatter the peace and normality of everyday life.","""Horror Delivery Service"" is a mini thriller. Once in a while, everyone has eerie imaginations about things that could happen in familiar settings -- a family apartment, on an elevator, on the way home from class and by the relaxing river. In each stand-alone episode, those imaginations are turned into urban tales that shatter the peace and normality of everyday life.","Juyoung Lee(Juyoung),So-Nee Jeon(So-Nee),Toochul Lim(man)",,Horror,Horror,https://iflix-images.akamaized.net/5abe03e4e4b008f0b3c34e15-1531983372725_s_200x300,,https://piay.iflix.com/tv/horror-delivery-service-13687,1,{'1': 7},https://iflix-data.akamaized.net/5/vn/adults/contents/shows/tv.13687.json
16548,ZooMoo's Got Brains,tv,free,Do you know a lot about animals? Then join us and test your animal knowledge on ZooMoo’s Got Brains a game show like no other!,Do you know a lot about animals? Then join us and test your animal knowledge on ZooMoo’s Got Brains a game show like no other!,,,Kids,,https://iflix-images.akamaized.net/5c5be901e4b0d897abd69219-1549963265073_s_200x300,,https://piay.iflix.com/tv/zoomoo's-got-brains-16548,1,{'1': 10},https://iflix-data.akamaized.net/5/vn/adults/contents/shows/tv.16548.json
232145,Totally Spies Movie,movie,premium,"How Sam, Clover and Alex have become the best undercover Spies of Beverly Hills : The Totally Spies ! Soon after arriving at Beverly Hills High School, Sam, Alex and Clover are recruited to become international spies for WOOHP - The World Organization Of Human Protection. After some incredibly serious training, the Spies are sent on their first assignment by Jerry, the Director of WOOHP, to solve the mysterious disappearances that are happening all over Los Angeles. The Spies quickly discover that these missing persons have been abducted after being “Fabulized” – in other words, after being transformed by a strange machine that changes peoples’ looks! Having to juggle between their regular, high-school-girl lives and their new secret identities, the Spies ultimately uncover who is behind the abductions...","How Sam, Clover and Alex have become the best undercover Spies of Beverly Hills : The Totally Spies ! Soon after arriving at Beverly Hills High School, Sam, Alex and Clover are recruited to become international spies for WOOHP - The World Organization Of Human Protection. After some incredibly serious training, the Spies are sent on their first assignment by Jerry, the Director of WOOHP, to solve the mysterious disappearances that are happening all over Los Angeles. The Spies quickly discover that these missing persons have been abducted after being “Fabulized” – in other words, after being transformed by a strange machine that changes peoples’ looks! Having to juggle between their regular, high-school-girl lives and their new secret identities, the Spies ultimately uncover who is behind the abductions...","Vincent Chalvon-Demersay,David Michel",Stéphane Berry,Kids,Animation,https://iflix-images.akamaized.net/5d4ced14e4b078ceb8d9d6e3-1565322532411_s_200x300,5023.146,https://piay.iflix.com/movies/totally-spies-movie-232145,,,https://iflix-data.akamaized.net/5/vn/adults/contents/shows/movies.232145.json
221086,The Tree,movie,free,"A man is found dead on the road. The police are on site to collect and examine the evidence. According to the police officer, it appears to be a straightforward hit-and-run accident until a pathologist (Francis Ng) operates on the deceased and suspects otherwise. The only witness to the accident is a 9 year-old boy who was found hiding behind the branches of a tree and he happens to be the deceased stepson. Hence, the investigation begins.","A man is found dead on the road. The police are on site to collect and examine the evidence. According to the police officer, it appears to be a straightforward hit-and-run accident until a pathologist (Francis Ng) operates on the deceased and suspects otherwise. The only witness to the accident is a 9 year-old boy who was found hiding behind the branches of a tree and he happens to be the deceased stepson. Hence, the investigation begins.","Francis Ng,Zoe Tay,Phyllis Quek",Daisy Chan,Crime and Mystery,,https://iflix-images.akamaized.net/5d0c77e1e4b0d897c615b1a3-1561098210073_s_200x300,5624.917,https://piay.iflix.com/movies/the-tree-221086,,,https://iflix-data.akamaized.net/5/vn/adults/contents/shows/movies.221086.json
220371,Harry’s Mountain Heroes,movie,free,"A truly inspirational and heart-stopping adventure launched by Prince Harry, in which a team of wounded servicemen take on the world’s toughest mountain, Everest. Harry’s Mountain Heroes follows a five-strong team of wounded servicemen as they face the altitude, extreme climate and sheer physical hard work of summiting the world’s highest mountain. It reveals Prince Harry’s role as Patron of Walking With The Wounded, the charity organising the expedition, as he spearheaded the launch of the Everest expedition. But at the heart of the story is the journey the soldiers have been on since active service in Afghanistan or Iraq when they suffered debilitating life-changing injuries. All face the unknown, both in their attempt to summit Everest, their ongoing rehabilitation and re-integration into civilian life post injury. Set against the stunning backdrop of the world’s highest mountain range, Harry’s Mountain Heroes close up perspective on a unique, dangerous and truly inspiring mission as the wounded soldiers face an extreme challenge.","A truly inspirational and heart-stopping adventure launched by Prince Harry, in which a team of wounded servicemen take on the world’s toughest mountain, Everest. Harry’s Mountain Heroes follows a five-strong team of wounded servicemen as they face the altitude, extreme climate and sheer physical hard work of summiting the world’s highest mountain. It reveals Prince Harry’s role as Patron of Walking With The Wounded, the charity organising the expedition, as he spearheaded the launch of the Everest expedition. But at the heart of the story is the journey the soldiers have been on since active service in Afghanistan or Iraq when they suffered debilitating life-changing injuries. All face the unknown, both in their attempt to summit Everest, their ongoing rehabilitation and re-integration into civilian life post injury. Set against the stunning backdrop of the world’s highest mountain range, Harry’s Mountain Heroes close up perspective on a unique, dangerous and truly inspiring mission as the wounded soldiers face an extreme challenge.","Captain Martin Hewitt,Captain David Wiseman,Private Jaco Van Gass,Private Karl Hinett,Dr Francis Atkinson",Alexis GIrardet,Reality,Action and Adventure,https://iflix-images.akamaized.net/5d08a812e4b0bda0b42fa619-1560848403881_s_200x300,3575.189,https://piay.iflix.com/movies/harry’s-mountain-heroes-220371,,,https://iflix-data.akamaized.net/5/vn/adults/contents/shows/movies.220371.json
118864,One Way,movie,premium,One Way is a story of new generation and old generation and night life in Kathmandu.,One Way is a story of new generation and old generation and night life in Kathmandu.,,,Drama,Crime and Mystery,https://iflix-images.akamaized.net/5b62d7b7e4b0dba78061cd00-1533205016578_s_200x300,6263.829,https://piay.iflix.com/movies/one-way-118864,,,https://iflix-data.akamaized.net/5/vn/adults/contents/shows/movies.118864.json
124425,Night Movie Surprise Show,movie,free,Night Movie Surprise Show was organized and held by Htoo Paing Zaw Oo and the main cast from Night Feature.,Night Movie Surprise Show was organized and held by Htoo Paing Zaw Oo and the main cast from Night Feature.,"Chan Min Ye Htut,Aung Ye Htike,Russell,Nyein Thaw,Net Shine Ko,Nang Tracy,Moe Yathaw,May Sue Maung,Nang Khay Mo,Myat Noe Aye",,Reality,"Horror,Crime and Mystery",https://iflix-images.akamaized.net/5b98c2e8e4b056bdc453e723-1536738024700_s_200x300,158.186,https://piay.iflix.com/movies/night-movie-surprise-show-124425,,,https://iflix-data.akamaized.net/5/vn/adults/contents/shows/movies.124425.json
161009,16 Years Of Alcohol,movie,free,"16 YEARS OF ALCOHOL is a moving and powerful look at the search for hope and redemption and meaning in life that much of human kind is compelled to go through. Set in three distinct periods in the life of Frankie Mac, the story is a character study of the life of this one man and his search to find hope when he feels that none exists.","16 YEARS OF ALCOHOL is a moving and powerful look at the search for hope and redemption and meaning in life that much of human kind is compelled to go through. Set in three distinct periods in the life of Frankie Mac, the story is a character study of the life of this one man and his search to find hope when he feels that none exists.","Kevin McKidd,Laura Fraser,Susan Lynch,Lewis McLeod,Ewen Bremner,Michael Moreland",Richard Jobson,Drama,Crime and Mystery,https://iflix-images.akamaized.net/5c4a826be4b006f4af990a77-1548386926679_s_200x300,6001.898,https://piay.iflix.com/movies/16-years-of-alcohol-161009,,,https://iflix-data.akamaized.net/5/vn/adults/contents/shows/movies.161009.json
124389,Urban Game,movie,free,"Web loses his brother in an extreme sports accident. When he learns it may have been murder he searches, from America to his ancestral home in China, pursuing answers and vengeance.","Web loses his brother in an extreme sports accident. When he learns it may have been murder he searches, from America to his ancestral home in China, pursuing answers and vengeance.",,,Thriller,Crime and Mystery,https://iflix-images.akamaized.net/5b989af3e4b056bdc453e522-1536727796231_s_200x300,5082.069,https://piay.iflix.com/movies/urban-game-124389,,,https://iflix-data.akamaized.net/5/vn/adults/contents/shows/movies.124389.json
113194,Tilottoma Dhaka,movie,free,A young girl gets lost in the city and faces a horrible situation late night in Dhaka. This is one of the 'Shohorer Shorts' supervised by Adnan Al Rajeev.,A bride runs away from her wedding and faces horrible situation at late night in Dhaka. This is one of the 'Shohorer Shorts' by Adnan Al Rajeev.,"Fazlur Rahman Babu,Karar Mahmood,Nasir Uddin Khan,Farzana Akter Mim,Nurun Nahar,Habibur Rahman Tareq,Tania",RB Pritam,Crime and Mystery,,https://iflix-images.akamaized.net/5b206c30e4b056bd9133d380-1533537891310_s_200x300,649.258,https://piay.iflix.com/movies/tilottoma-dhaka-113194,,,https://iflix-data.akamaized.net/5/vn/adults/contents/shows/movies.113194.json
106115,KL Special Force,movie,premium,"Satu kumpulan gerak khas RMP yang diketuai oleh Roslan berhasrat untuk menumpaskan sekumpulan mafia bernama ""Geng Anarkis"" yang diketuai oleh Asyraff. Seorang anggota polis muda bernama Zul telah diserap ke kumpulan gerak khas ini bagi membantu Roslan menyelesaikan tugasan tersebut, tetapi situasi meruncing apabila Asyraff mula memanipulasi minda, perasaan dan simpati di antara Roslan dan Zul.","Satu kumpulan gerak khas RMP yang diketuai oleh Roslan berhasrat untuk menumpaskan sekumpulan mafia bernama ""Geng Anarkis"" yang diketuai oleh Asyraff. Seorang anggota polis muda bernama Zul telah diserap ke kumpulan gerak khas ini bagi membantu Roslan menyelesaikan tugasan tersebut, tetapi situasi meruncing apabila Asyraff mula memanipulasi minda, perasaan dan simpati di antara Roslan dan Zul.","Rosyam Nor,Syamsul Yusof,and Fattah Amin",Syafiq Yusof,Action and Adventure,,https://iflix-images.akamaized.net/5c2ebe03e4b006f4af8f5c2c-1561018930274_s_200x300,6279,https://piay.iflix.com/movies/kl-special-force-106115,,,https://iflix-data.akamaized.net/5/vn/adults/contents/shows/movies.106115.json
156946,Bad Dreams,movie,free,"Palash is the popular boy of the Nakhalpara area because his foreign girlfriend sends him a lot of shopping and clothes, and Palash lives in the luxury of that. One day, his girlfriend tells him to book a five star hotel room to meet him. But his girlfriend was being too late. So Palash enjoys his time in the hotel keeping in mind that the bill will be paid by his girlfriend. But his girlfriend does not come. Who will save him with that huge bill of a five star hotel?","Palash is the popular boy of the Nakhalpara area because his foreign girlfriend sends him a lot of shopping and clothes, and Palash lives in the luxury of that. One day, his girlfriend tells him to book a five star hotel room to meet him. But his girlfriend was being too late. So Palash enjoys his time in the hotel keeping in mind that the bill will be paid by his girlfriend. But his girlfriend does not come. Who will save him with that huge bill of a five star hotel?","Shoumik Ahmed,Sarika Sabah,Leona Lubaina Islam,Ziaul Haque Polash",Kajal Arefin Ome,Drama,Comedy,https://iflix-images.akamaized.net/5c37766be4b0bda0b4001e2f-1547139308853_s_200x300,1285,https://piay.iflix.com/movies/bad-dreams-156946,,,https://iflix-data.akamaized.net/5/vn/adults/contents/shows/movies.156946.json
229522,Baby Bootcamp,movie,free,"Fitness instructor Julia is down on her luck, trying to make her baby boot camp a thriving business. To make ends meet, she becomes a part-time nanny for a single widowed father. Trouble is, she knows nothing about taking care of children.","Fitness instructor Julia is down on her luck, trying to make her baby boot camp a thriving business. To make ends meet, she becomes a part-time nanny for a single widowed father. Trouble is, she knows nothing about taking care of children.","Danneel Ackles,Kavan Smith,Ryan McDonell",Christie Will Wolf,Romance,Comedy,https://iflix-images.akamaized.net/5d2d3e60e4b078ceb8d642fb-1563246177678_s_200x300,5195.583,https://piay.iflix.com/movies/baby-bootcamp-229522,,,https://iflix-data.akamaized.net/5/vn/adults/contents/shows/movies.229522.json
232438,A Weekend With The Family,movie,free,"A young attorney looks to gain a position at a prestigious law firm while secretly dating his boss' daughter, who he's hoping to marry; but when his loving girlfriend decides to arrange a surprise family weekend get-together, his plans blow up in his face, especially with the arrival of his ghetto-fied family, the Stankershets.","A young attorney looks to gain a position at a prestigious law firm while secretly dating his boss' daughter, who he's hoping to marry; but when his loving girlfriend decides to arrange a surprise family weekend get-together, his plans blow up in his face, especially with the arrival of his ghetto-fied family, the Stankershets.","Marques Houston,Karrueche Tran,Wendy Raquel Robinson",Chris Stokes,Comedy,Family,https://iflix-images.akamaized.net/5d365f49e4b057c85dc83dc5-1563844427233_s_200x300,5017.194,https://piay.iflix.com/movies/a-weekend-with-the-family-232438,,,https://iflix-data.akamaized.net/5/vn/adults/contents/shows/movies.232438.json
240739,At Home With The Rozes,movie,free,An offbeat comedy about a seemingly ordinary middle-class family that is held into hostage by two escaped convicts and likes it a little too much!,"Lorant Deutsch, Jean Dujardin, Clemence Poesy, Andre Wilms","Lorànt Deutsch,Jean Dujardin,Clémence Poésy,André Wilms,Dominique Pinon",Francis Palluau,Comedy,,https://iflix-images.akamaized.net/5d54d59ee4b078ceb8da93dd-1565840799383_s_200x300,4893.183,https://piay.iflix.com/movies/at-home-with-the-rozes-240739,,,https://iflix-data.akamaized.net/5/vn/adults/contents/shows/movies.240739.json
235751,A Strange Brand Of Happy,movie,free,"After losing his job David is pushed by his roommate to hire a life coach named Joyce. A decision aided in part by how pretty David finds this life coach, but also a desire to get unstuck in life. When Joyce invites him to join the volunteer group she takes to a retirement home David discovers his manipulative ex-boss, William, is part of the group and interested in Joyce as well. The motley crew of retirees instantly recognize the potential for drama with this love triangle. A wily old man goads the boys to battle for Joyce. As a result, David begrudgingly agrees to go to an open mic night Joyce holds for people to ponder the existence of God. It’s there that a poet says a few things that cause David’s head to tilt and move him a little further down the path of finding himself. The problem is the ungentlemanly competition he’s still in with William. When that turns extreme, David makes a decision that nearly ruins his dual-level progress with Joyce. He’s then forced to turn to the only community he has left, the ragtag band of retirees who point him in the direction of true north. A uniquely faith-friendly romantic comedy starring Grammy Award winner Rebecca St. James and Academy Award winner Shirley Jones.","After losing his job David is pushed by his roommate to hire a life coach named Joyce. A decision aided in part by how pretty David finds this life coach, but also a desire to get unstuck in life. When Joyce invites him to join the volunteer group she takes to a retirement home David discovers his manipulative ex-boss, William, is part of the group and interested in Joyce as well. The motley crew of retirees instantly recognize the potential for drama with this love triangle. A wily old man goads the boys to battle for Joyce. As a result, David begrudgingly agrees to go to an open mic night Joyce holds for people to ponder the existence of God. It’s there that a poet says a few things that cause David’s head to tilt and move him a little further down the path of finding himself. The problem is the ungentlemanly competition he’s still in with William. When that turns extreme, David makes a decision that nearly ruins his dual-level progress with Joyce. He’s then forced to turn to the only community he has left, the ragtag band of retirees who point him in the direction of true north. A uniquely faith-friendly romantic comedy starring Grammy Award winner Rebecca St. James and Academy Award winner Shirley Jones.","Joe Boyd,Rebecca St. James,Shirely Jones",Brad Wise,Comedy,,https://iflix-images.akamaized.net/5d4134c6e4b078ceb8d8476c-1564554439373_s_200x300,5682.687,https://piay.iflix.com/movies/a-strange-brand-of-happy-235751,,,https://iflix-data.akamaized.net/5/vn/adults/contents/shows/movies.235751.json
102585,Arr Nar Parr Nar Pyan Chit Par,movie,premium,Thaw Di and May Hnin Pwint’s families are always at odds with each other due to their past. What will they do when they find out that their children have secretly fallen in love with each other?,Thaw Di and May Hnin Pwint’s families are always at odds with each other due to their past. What will they do when they find out that their children have secretly fallen in love with each other?,"Zay Ye Htet,Nan Su Oo",Ko Pouk,Comedy,Romance,https://iflix-images.akamaized.net/5aaf7ee8e4b0fc67d215db1f-1533798002899_s_200x300,4763.64,https://piay.iflix.com/movies/arr-nar-parr-nar-pyan-chit-par-102585,,,https://iflix-data.akamaized.net/5/vn/adults/contents/shows/movies.102585.json
77356,Arr Yay Be Yan 33,movie,free,,Linn Loon fell in love with May Mon who is a veterinarian and tried to build up a good relationship with her. But their love turned out to be a fairytale. Will they able to get together?,"Min Maw Kun,Eaindra Kyaw Zin",,Comedy,Comedy,https://iflix-images.akamaized.net/59b4f63be4b0f72951540f8e-1505031740197_s_200x300,5052.799,https://piay.iflix.com/movies/arr-yay-be-yan-33-77356,,,https://iflix-data.akamaized.net/5/vn/adults/contents/shows/movies.77356.json
229634,Diagnosis Delicious,movie,free,"Chef Dave Oberlin's (Ryan Rottman) career is in shambles when his altercation with a famous food critic goes viral. After being blacklisted by the elite restaurants, Dave is forced to take a teaching position at his friend's culinary arts school. When cardiologist, Dr. Nina Kirby (Maya Stojan), is up for a promotion at the local hospital the Head of Cardiology informs her if she gets Dave on board to teach the Healthy Living seminars she would be a shoo-in for the position. The only problem is Nina can't cook and she doesn't want to learn. With a little coaxing from her best friend and coworker, Olivia (Tanya Chisholm), Nina agrees to take Dave's class.","Chef Dave Oberlin's (Ryan Rottman) career is in shambles when his altercation with a famous food critic goes viral. After being blacklisted by the elite restaurants, Dave is forced to take a teaching position at his friend's culinary arts school. When cardiologist, Dr. Nina Kirby (Maya Stojan), is up for a promotion at the local hospital the Head of Cardiology informs her if she gets Dave on board to teach the Healthy Living seminars she would be a shoo-in for the position. The only problem is Nina can't cook and she doesn't want to learn. With a little coaxing from her best friend and coworker, Olivia (Tanya Chisholm), Nina agrees to take Dave's class.","Maya Stojan,Ryan Rottman,Tanya Chisholm",Ron Oliver,Romance,Comedy,https://iflix-images.akamaized.net/5d2d4241e4b0918f2620f676-1563247170595_s_200x300,5062.186,https://piay.iflix.com/movies/diagnosis-delicious-229634,,,https://iflix-data.akamaized.net/5/vn/adults/contents/shows/movies.229634.json
137172,Fahim Anwar: There's No Business Like Show Business,movie,free,"Pigeons, NBA Jam, a Disney Channel audition gone wrong. Fahim Anwar displays some of the smartest stupid material with moments of poignancy in his first one hour special. Join him on the quest to make his parents less disappointed.","Pigeons, NBA Jam, a Disney Channel audition gone wrong. Fahim Anwar displays some of the smartest stupid material with moments of poignancy in his first one hour special. Join him on the quest to make his parents less disappointed.",Fahim Anwar,,Comedy,,https://iflix-images.akamaized.net/5bdbc9e8e4b0d897abb67591_s_200x300,3862,https://piay.iflix.com/movies/fahim-anwar--there's-no-business-like-show-business-137172,,,https://iflix-data.akamaized.net/5/vn/adults/contents/shows/movies.137172.json
240731,1000 Euros Generation,movie,free,In this entertaining romantic comedy the heroes face the same dilemma as many Italian young professionals today: How to get by on a salary of just 1000 Euros a month?,In this entertaining romantic comedy the heroes face the same dilemma as many Italian young professionals today: How to get by on a salary of just 1000 Euros a month?,"Valentina Lodovini,Carolina Crescentini,Alessandro Tiberi,Francesca Inaudi",Massimo Venier,Comedy,Romance,https://iflix-images.akamaized.net/5d54c2fee4b0918f2625b95c-1565836032003_s_200x300,5417.173,https://piay.iflix.com/movies/1000-euros-generation-240731,,,https://iflix-data.akamaized.net/5/vn/adults/contents/shows/movies.240731.json
